Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000049734;220;000010;BS01;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;BS_TEST_ART_SKIP_RELEASE_RULE003;50.000;;X;PD;;EX;0.000;0;220.00;EUR;2019-04-03;2019-04-03;null;;2019-04-03;2019-04-03;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;2;2019-04-08;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000049735;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;EW01;0001;;SAP-DUMMY;CUST001;null;;01;MP-PROD-S01;1.000;;;;;;0.000;0;0.00;EUR;2019-04-03;2019-04-03;null;;2019-04-03;2019-04-03;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;6;2016-06-10;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000049739;110;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;NIKE;DEMO_E_SHADES_01;10.000;;X;PD;;EX;0.000;0;110.00;EUR;2019-05-01;2019-05-01;null;;2019-05-15;2019-05-14;0.000;10.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;3;2019-05-15;null;null;0;null;null;null;1;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000050238;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;CT_STORE3;null;;CT_MATGRP;CT_SEASON_SINGLE;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-05-17;2019-05-17;null;;2019-05-17;null;0.000;1.000;A;A;;A;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;11;2019-04-16;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050238;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;CT_STORE3;null;;CT_MATGRP;CT_SEASON_SINGLE2;1.000;;X;ND;;;0.000;0;0.00;EUR;2019-05-17;2019-05-17;null;;2019-05-17;null;0.000;1.000;A;A;;A;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;10;2019-04-16;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050541;1290;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_65;129.000;;F;X0;;EX;0.000;0;1290.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;129.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050542;1300;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_65;130.000;;F;X0;;EX;0.000;0;1300.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;130.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050543;1310;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_66;131.000;;F;X0;;EX;0.000;0;1310.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;131.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050544;1320;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP1;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_66;132.000;;F;X0;;EX;0.000;0;1320.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;132.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050859;850.88;000010;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;VZ01;VS01;;SAP_DUMMY;HANSOLO;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;F;ND;;;25.000;0;850.88;EUR;2020-06-16;2020-06-16;null;;2020-06-16;2020-06-16;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;CUST;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000050859;513.18;000020;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;VZ01;VS01;;SAP_DUMMY;HANSOLO;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;F;ND;;;25.000;0;513.18;EUR;2020-06-16;2020-06-16;null;;2020-06-16;2020-06-16;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;CUST;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051055;37.53747;000001;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;40.68;USD;2019-08-09;2019-08-09;null;;2017-03-28;2019-08-09;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051056;168.918615;000010;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;3.000;;X;ND;;;100.000;0;183.06;USD;2019-08-14;2019-08-14;null;;2019-06-13;2019-08-14;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051057;92.2657725;000002;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;99.99;USD;2019-08-21;2019-08-21;null;;2017-03-28;2019-08-21;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051058;37.53747;000001;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;40.68;USD;2019-08-27;2019-08-27;null;;2017-03-28;2019-08-27;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051243;60;000011;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1001;1.000;;F;PD;;EX;0.000;0;60.00;EUR;2019-08-29;2019-08-29;null;;2019-08-29;2019-08-30;0.000;1.000;A;A;B;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;158;2019-07-08;null;260;2018-04-13;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051243;0;850001;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_VAS_ART;2.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-08-29;2019-08-29;null;;2019-08-29;2019-08-30;0.000;1.000;A;A;B;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;429;2018-04-02;null;954;2018-02-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051243;0;850002;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_VAS_ART;2.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-08-29;2019-08-29;null;;2019-08-29;2019-08-30;0.000;1.000;A;A;B;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;429;2018-04-02;null;954;2018-02-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051244;0;000011;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1001;1.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-08-30;2019-08-30;null;;2019-08-30;2019-08-30;0.000;1.000;A;C;C;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;158;2019-07-08;null;260;2018-04-13;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051244;0;000012;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1002;1.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-08-30;2019-08-30;null;;2019-08-30;2019-08-30;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;122;2019-07-08;null;189;2018-05-23;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051335;0;000020;FCSO;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;NIKE_SH_G;NIKE_SHOE_WHITE001;3.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-02-19;2019-02-19;null;;2019-02-19;2019-02-19;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;148;2018-04-27;null;296;2018-04-27;null;null;0;null;null;null;6;2018-06-18;null;0;null;null;null;0;null;null;null;null
0000051335;0;000030;FCSO;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;NIKE_SH_G;NIKE_SHOE_WHITE002;3.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-02-19;2019-02-19;null;;2019-02-19;2019-02-19;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;60;2018-04-26;null;137;2018-05-03;null;null;0;null;null;null;3;2020-12-01;null;0;null;null;null;0;null;null;null;null
0000051335;0;000040;FCSO;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;NIKE_SH_G;NIKE_SHOE_WHITE003;3.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-02-19;2019-02-19;null;;2019-02-19;2019-02-19;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;11;2018-04-27;null;25;2018-04-27;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051444;0;000010;TA;TAN;A;null;DE;AG01;null;AG01;01;01;AG01;AG01;AFS;;1009000000;null;;000000001;AG01-FERT05;10.000;;;;;;0.000;0;0.00;EUR;2019-06-14;2019-06-14;null;;2019-06-18;2019-06-17;10.000;10.000;C;;;C;0080024456;000010;2019-06-14;I059620;A;TESTER;;A;2;0000;00;0.000;0.000;;;ZPAN;;;0;null;null;16;2019-04-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1001;12.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;12.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;158;2019-07-08;null;260;2018-04-13;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1002;12.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;12.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;122;2019-07-08;null;189;2018-05-23;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;240;850001;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;000000001;GAR_LABEL;24.000;;X;;;EX;0.000;1;240.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;24.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;92;2018-01-11;null;215;2018-01-04;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;0;850002;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_VAS_ART;24.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;24.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;429;2018-04-02;null;954;2018-02-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;360;850003;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;000000001;GAR_LABEL;36.000;;X;;;EX;0.000;1;360.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;36.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;92;2018-01-11;null;215;2018-01-04;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;240;850006;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;000000001;GAR_LABEL;24.000;;X;;;EX;0.000;1;240.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;24.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;92;2018-01-11;null;215;2018-01-04;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;0;850007;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_VAS_ART;24.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;24.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;429;2018-04-02;null;954;2018-02-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051446;360;850008;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;000000001;GAR_LABEL;36.000;;X;;;EX;0.000;1;360.00;EUR;2019-07-15;2019-07-15;null;;2019-07-15;2019-07-15;0.000;36.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;92;2018-01-11;null;215;2018-01-04;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051447;138.4032725;000002;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;149.99;USD;2019-07-24;2019-07-24;null;;2017-03-28;2019-07-25;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051449;1100;000010;TA;TAQ;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;AS_PVH_GI_PREPACK;10.000;;X;PD;;EX;0.000;0;1100.00;EUR;2019-07-30;2019-07-30;null;;2019-07-30;2019-07-30;0.000;10.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051449;0;000011;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;AS_GEN_ARTICLE001;20.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-30;2019-07-30;null;;2019-07-30;2019-07-30;0.000;20.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051449;0;000012;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;AS_GEN_ARTICLE002;20.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-30;2019-07-30;null;;2019-07-30;2019-07-30;0.000;20.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051449;0;000013;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;AS_GEN_ARTICLE003;20.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-30;2019-07-30;null;;2019-07-30;2019-07-30;0.000;20.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051449;0;000014;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;BS_MATGR;AS_GEN_ARTICLE004;20.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-07-30;2019-07-30;null;;2019-07-30;2019-07-30;0.000;20.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051451;37.53747;000001;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;40.68;USD;2019-08-01;2019-08-01;null;;2017-03-28;2019-08-01;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051551;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-L01;3.000;;X;ND;;;0.000;0;0.00;EUR;2019-12-11;2019-12-11;null;;2019-12-30;2019-12-18;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;1867.000;0.000;;;KUNA;;;4;2021-10-15;null;30;2020-03-30;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051655;0;000010;TM84;TAN;A;null;DE;0001;null;TM84;01;01;TM84;TM84;AFS;SAP-DUMMY;T84_BP_DUE;null;;01;T84_PROD-S01;500.000;;;;;;0.000;0;0.00;EUR;2020-12-04;2020-12-04;null;;2020-12-18;2020-12-11;500.000;500.000;C;;;C;0080047214;000010;2020-12-04;TMINTEGRATOR;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;10;2021-06-11;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051656;121;000020;ZGTT;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;0000010105;null;;01;HST_F1;11.000;;E;PD;;EX;0.000;0;121.00;EUR;2021-01-13;2021-01-13;null;;2020-06-29;2021-01-15;0.000;11.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;DEBI;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;3;2020-05-20;null;null;0;null;null;null;null
0000051656;144;000040;ZGTT;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;0000010105;null;;01;HST1_R1;12.000;;F;PD;;MB;0.000;0;144.00;EUR;2021-01-13;2021-01-13;null;;2020-06-29;2021-01-15;0.000;12.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;DEBI;;;0;null;null;3;2020-05-18;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051657;121;000020;ZGTT;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;0000010105;null;;01;HST_F1;11.000;;E;PD;;EX;0.000;0;121.00;EUR;2021-01-19;2021-01-19;null;;2020-06-29;2021-01-19;0.000;11.000;C;;;C;0080035523;000020;2021-01-19;I307412;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;DEBI;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;3;2020-05-20;null;null;0;null;null;null;null
0000051657;144;000040;ZGTT;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;0000010105;null;;01;HST1_R1;12.000;;F;PD;;MB;0.000;0;144.00;EUR;2021-01-19;2021-01-19;null;;2020-06-29;2021-01-19;0.000;12.000;C;;;C;0080035523;000040;2021-01-19;I307412;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;DEBI;;;0;null;null;3;2020-05-18;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051658;5180;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_59;518.000;;F;X0;;EX;0.000;0;5180.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;518.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051659;5190;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_60;519.000;;F;X0;;EX;0.000;0;5190.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;519.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051660;5200;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_60;520.000;;F;X0;;EX;0.000;0;5200.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;520.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051661;5210;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_61;521.000;;F;X0;;EX;0.000;0;5210.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;521.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000051662;5220;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_01;null;;01;DSC_SPP_TEST_61;522.000;;F;X0;;EX;0.000;0;5220.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;522.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000052346;0;000010;CNC;NCCU;A;null;DE;R100;null;R100;R1;10;ALE1;VS01;;SAP_DUMMY;0000020270;null;;FSH06;ACCESSORIES_RUCKSACK;2.000;;X;ND;;;0.000;0;0.00;EUR;2020-04-28;2020-04-28;null;;2020-04-28;2020-04-28;2.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;CPD;;;0;null;null;1;2022-07-19;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
